"MR4","MR2","MR3","MR1","MR6","MR7","MR9","MR5","MR8"
1,0.0092911864031829,0.211156469682299,0.251464191884984,0.0382833220878547,0.228276594130147,0.0916062306410689,0.152585720978321,0.0886213433050388
0.0092911864031829,1,-0.0293634244656541,0.132776962389708,0.200439414370567,0.164720680328229,0.171925810859837,0.0913760733368905,0.143513879800125
0.211156469682299,-0.0293634244656541,1,0.192477112211702,0.117764042627757,0.155962037775777,0.108284611514131,0.149537654355804,0.183704863347844
0.251464191884984,0.132776962389708,0.192477112211702,1,0.207432286684882,0.29337108571903,0.0233298155559075,0.214049768152083,0.171885183279028
0.0382833220878547,0.200439414370567,0.117764042627757,0.207432286684882,1,0.172471509529824,0.171957961326508,0.0646111712537762,0.15150524601725
0.228276594130147,0.164720680328229,0.155962037775777,0.29337108571903,0.172471509529824,1,0.152248530255214,0.167412064953289,0.154099796785784
0.0916062306410689,0.171925810859837,0.108284611514131,0.0233298155559075,0.171957961326508,0.152248530255214,1,0.176885995852567,0.103145979134773
0.152585720978321,0.0913760733368905,0.149537654355804,0.214049768152083,0.0646111712537762,0.167412064953289,0.176885995852567,1,0.122627760641735
0.0886213433050388,0.143513879800125,0.183704863347844,0.171885183279028,0.15150524601725,0.154099796785784,0.103145979134773,0.122627760641735,1
